id,loan_status,probability
67631,0,0.0003
67632,0,0.0474
67633,0,0.0784
67634,0,0.0011
67635,1,0.998
67636,0,0.3925
67637,0,0.0047
67638,0,0.0978
67639,0,0.0002
67640,0,0.0
67641,0,0.0043
67642,0,0.0013
67643,0,0.0405
67644,1,0.9461
67645,0,0.0012
67646,0,0.001
67647,0,0.0022
67648,0,0.0036
67649,0,0.0108
67650,0,0.0137
67651,0,1e-04
67652,0,0.0143
67653,0,0.0719
67654,0,0.1159
67655,0,0.2403
67656,0,0.003
67657,0,0.1719
67658,0,0.0222
67659,0,0.4328
67660,0,0.0034
67661,0,0.0012
67662,1,0.9873
67663,0,0.2199
67664,1,0.9433
67665,1,0.9779
67666,0,0.0142
67667,0,0.0223
67668,0,1e-04
67669,0,0.0132
67670,0,0.029
67671,0,0.0176
67672,0,0.0226
67673,0,0.0018
67674,0,0.1409
67675,0,0.0902
67676,0,0.0084
67677,0,0.0626
67678,0,0.0237
67679,0,0.1182
67680,0,0.0126
67681,0,0.3902
67682,1,0.9823
67683,1,0.9938
67684,0,0.008
67685,0,0.0301
67686,0,0.0026
67687,0,0.0011
67688,0,0.0025
67689,0,0.0006
67690,0,0.2304
67691,0,0.1594
67692,0,0.0033
67693,0,0.0368
67694,0,0.0479
67695,1,0.9854
67696,0,0.0093
67697,0,0.0027
67698,0,0.0049
67699,0,0.0532
67700,0,0.0039
67701,0,0.0146
67702,0,0.0003
67703,0,0.011
67704,1,0.9809
67705,0,0.046
67706,0,0.0011
67707,0,0.0027
67708,0,0.0014
67709,0,0.0106
67710,0,0.0002
67711,0,0.0633
67712,0,0.0014
67713,0,0.0111
67714,0,0.0248
67715,0,0.0039
67716,0,0.0166
67717,0,0.0948
67718,0,0.3451
67719,1,0.986
67720,0,0.0172
67721,0,0.3303
67722,0,0.0023
67723,0,0.0019
67724,0,0.0111
67725,0,0.0009
67726,0,0.208
67727,0,0.0109
67728,1,0.7764
67729,0,0.0087
67730,0,0.0177
67731,1,0.988
67732,0,0.0041
67733,0,0.1341
67734,1,0.5737
67735,0,0.0009
67736,0,0.0114
67737,1,0.9938
67738,0,0.0086
67739,0,0.0012
67740,0,0.002
67741,0,0.0249
67742,0,0.0204
67743,0,0.0005
67744,0,0.0196
67745,0,0.0027
67746,0,0.004
67747,0,0.0115
67748,0,0.0005
67749,0,0.0037
67750,0,0.0002
67751,1,0.9769
67752,0,0.0028
67753,0,0.045
67754,0,0.0558
67755,0,0.0306
67756,0,0.039
67757,0,0.0066
67758,0,0.0131
67759,1,0.9612
67760,0,0.05
67761,0,0.0211
67762,0,0.003
67763,0,0.0318
67764,0,0.0183
67765,0,0.031
67766,0,0.0045
67767,0,0.0077
67768,0,0.0021
67769,0,0.0144
67770,0,0.0084
67771,0,0.016
67772,1,0.8401
67773,0,0.0058
67774,0,0.0756
67775,0,0.0283
67776,0,0.0454
67777,0,0.0015
67778,1,0.9888
67779,1,0.8804
67780,0,0.0053
67781,0,0.0027
67782,0,0.0238
67783,0,0.0005
67784,0,0.0019
67785,1,0.968
67786,0,0.013
67787,0,0.0536
67788,0,0.006
67789,0,0.0414
67790,0,0.0158
67791,0,0.0007
67792,0,0.0144
67793,0,0.018
67794,0,1e-04
67795,0,0.0007
67796,0,0.0044
67797,0,0.0002
67798,0,0.0
67799,0,0.0028
67800,0,0.0027
67801,0,0.0158
67802,0,0.2243
67803,0,0.0022
67804,1,0.9872
67805,1,0.8667
67806,0,0.0896
67807,0,0.0582
67808,0,1e-04
67809,0,0.3031
67810,0,0.2439
67811,0,0.0383
67812,0,0.0021
67813,0,0.1355
67814,0,1e-04
67815,0,0.0027
67816,0,0.0015
67817,0,0.0002
67818,0,0.0198
67819,0,0.0286
67820,0,0.0069
67821,1,0.9716
67822,0,0.0305
67823,0,0.0113
67824,0,0.0024
67825,0,0.0371
67826,0,0.0034
67827,0,0.0292
67828,0,0.0064
67829,0,0.0939
67830,0,0.3004
67831,0,0.011
67832,0,0.0541
67833,0,0.1428
67834,0,0.005
67835,0,0.0008
67836,0,0.0148
67837,0,0.0031
67838,0,0.0167
67839,0,0.0005
67840,0,0.0093
67841,0,0.0142
67842,0,0.0034
67843,0,0.1092
67844,0,0.0022
67845,0,0.0089
67846,0,0.0281
67847,0,0.0019
67848,0,0.0193
67849,0,0.0117
67850,0,0.0002
67851,0,0.0018
67852,0,1e-04
67853,0,0.0738
67854,0,0.0078
67855,0,1e-04
67856,0,0.0004
67857,0,0.0094
67858,0,0.0
67859,0,0.0003
67860,0,0.0702
67861,0,0.034
67862,0,0.0349
67863,0,1e-04
67864,0,0.0283
67865,0,0.0055
67866,0,0.024
67867,0,0.1568
67868,0,0.0055
67869,0,0.0404
67870,0,0.2921
67871,0,0.0039
67872,0,0.0047
67873,0,0.0046
67874,0,0.0012
67875,0,0.002
67876,1,0.6516
67877,0,0.0984
67878,0,0.1364
67879,0,0.0403
67880,0,0.0538
67881,0,0.0396
67882,0,0.0221
67883,0,0.0137
67884,0,0.0573
67885,0,1e-04
67886,1,0.8592
67887,0,0.0129
67888,0,0.0873
67889,0,0.0024
67890,0,0.0143
67891,0,0.0188
67892,0,0.0015
67893,1,0.9547
67894,0,0.0121
67895,0,0.0031
67896,0,0.0067
67897,0,0.0004
67898,0,0.0296
67899,0,0.0382
67900,0,0.0367
67901,0,0.0021
67902,0,0.0039
67903,0,0.0493
67904,1,0.9999
67905,0,0.0134
67906,0,0.059
67907,0,0.0908
67908,0,0.0031
67909,0,0.0056
67910,0,0.2855
67911,1,0.5028
67912,0,0.1212
67913,0,0.3925
67914,0,0.003
67915,0,0.0355
67916,0,0.0
67917,0,0.002
67918,0,0.0032
67919,0,0.0799
67920,0,0.1735
67921,0,0.0038
67922,0,0.023
67923,1,0.5797
67924,0,0.0225
67925,0,0.0012
67926,0,0.0337
67927,0,0.023
67928,0,0.147
67929,0,0.1868
67930,0,0.0133
67931,1,0.7377
67932,0,0.002
67933,0,0.0062
67934,0,0.1368
67935,0,0.0002
67936,0,0.013
67937,0,0.0617
67938,0,0.0043
67939,0,0.0078
67940,0,0.0029
67941,0,0.0156
67942,0,0.0086
67943,0,0.0106
67944,0,0.0058
67945,0,0.0013
67946,0,0.0344
67947,0,0.126
67948,0,0.0113
67949,0,0.0273
67950,0,0.0017
67951,0,0.1226
67952,0,0.0028
67953,0,0.0005
67954,0,0.0017
67955,0,0.0056
67956,0,0.0065
67957,0,0.0318
67958,0,0.0013
67959,0,0.0068
67960,0,0.0245
67961,0,0.039
67962,0,0.0567
67963,0,0.0803
67964,0,0.0006
67965,0,0.0133
67966,0,0.0273
67967,0,0.0003
67968,0,0.106
67969,0,0.0026
67970,0,0.0199
67971,0,0.0084
67972,0,0.0822
67973,0,0.0374
67974,0,0.0104
67975,1,0.6973
67976,0,0.0078
67977,1,0.9842
67978,0,0.1244
67979,0,0.2002
67980,0,0.0342
67981,0,0.0054
67982,1,0.9936
67983,0,0.026
67984,0,0.1232
67985,0,0.0065
67986,0,0.0455
67987,0,0.341
67988,1,0.9195
67989,0,0.0087
67990,0,0.0159
67991,0,0.0025
67992,0,0.1021
67993,0,0.0032
67994,0,0.1787
67995,0,0.2902
67996,0,0.0
67997,0,0.0031
67998,0,0.0009
67999,1,0.9824
68000,0,0.0013
68001,0,0.1481
68002,0,0.0027
68003,1,0.9894
68004,0,0.1679
68005,0,0.0815
68006,0,0.043
68007,0,0.0024
68008,0,0.1362
68009,0,0.0164
68010,0,0.3854
68011,0,0.0472
68012,0,0.0007
68013,1,0.9965
68014,0,0.0022
68015,0,0.0743
68016,1,0.9954
68017,0,0.0058
68018,0,0.0053
68019,0,0.0114
68020,0,0.0072
68021,0,0.1587
68022,0,0.0181
68023,0,0.0465
68024,0,0.0008
68025,0,0.0049
68026,0,0.0035
68027,1,0.9932
68028,0,0.2903
68029,0,0.0075
68030,0,0.0175
68031,0,0.0037
68032,0,0.0005
68033,0,0.004
68034,1,0.9842
68035,1,0.9944
68036,0,0.0
68037,0,0.0005
68038,0,0.002
68039,0,0.0595
68040,1,0.994
68041,0,0.0091
68042,0,0.1481
68043,0,0.0129
68044,0,0.0065
68045,0,0.0964
68046,0,0.0241
68047,0,0.1557
68048,0,0.0431
68049,1,0.9623
68050,0,0.0166
68051,0,0.0255
68052,0,0.0148
68053,0,0.0009
68054,0,0.0053
68055,0,0.0135
68056,0,0.0241
68057,0,0.0304
68058,0,0.3153
68059,0,1e-04
68060,0,0.0016
68061,0,0.009
68062,0,0.0036
68063,1,0.9748
68064,0,0.0017
68065,0,0.0049
68066,0,0.0023
68067,1,0.9639
68068,0,0.0008
68069,0,0.1265
68070,0,0.0291
68071,0,0.0133
68072,0,0.008
68073,1,0.951
68074,1,0.9999
68075,0,0.0019
68076,0,0.0018
68077,0,0.0474
68078,1,0.9918
68079,0,0.0109
68080,0,0.0156
68081,0,0.0304
68082,0,0.1242
68083,0,0.0052
68084,0,0.0024
68085,0,0.0415
68086,0,0.1324
68087,0,0.0002
68088,0,0.0097
68089,0,0.0006
68090,0,0.0
68091,1,0.8538
68092,0,0.1337
68093,0,0.0144
68094,0,1e-04
68095,0,0.0472
68096,0,0.0562
68097,0,0.0098
68098,1,0.9687
68099,1,0.9741
68100,0,0.0338
68101,0,0.0123
68102,0,0.001
68103,0,0.2423
68104,0,0.177
68105,0,0.0378
68106,0,0.007
68107,0,0.0008
68108,0,0.0163
68109,0,0.2126
68110,0,0.0206
68111,0,0.0688
68112,0,0.0752
68113,0,0.0032
68114,0,0.0593
68115,0,0.0159
68116,0,0.003
68117,0,0.046
68118,0,0.0265
68119,0,0.1707
68120,0,0.0722
68121,0,0.0022
68122,0,0.009
68123,0,0.0043
68124,0,0.0893
68125,0,0.0011
68126,0,0.0738
68127,0,0.0259
68128,0,0.0003
68129,0,0.0495
68130,1,0.9387
68131,0,0.0161
68132,0,0.0519
68133,0,0.165
68134,0,0.0055
68135,0,0.0389
68136,0,0.0026
68137,0,0.0365
68138,0,0.0172
68139,0,0.0302
68140,0,0.0563
68141,0,0.0128
68142,0,0.0042
68143,0,0.0165
68144,0,0.4669
68145,0,0.0172
68146,0,0.0065
68147,0,0.0073
68148,0,0.0028
68149,0,0.0007
68150,0,0.0171
68151,0,0.0675
68152,1,0.623
68153,0,0.0234
68154,0,0.0476
68155,0,0.0233
68156,0,0.0135
68157,0,0.0043
68158,1,0.8908
68159,0,0.0151
68160,0,0.01
68161,0,0.0
68162,0,0.0008
68163,1,0.9405
68164,0,0.0069
68165,0,0.1524
68166,0,0.0255
68167,0,0.0121
68168,0,0.0079
68169,0,0.0235
68170,0,0.0346
68171,0,0.0011
68172,0,0.0036
68173,0,0.0
68174,0,0.0071
68175,0,0.0045
68176,1,0.99
68177,0,0.0021
68178,0,0.0189
68179,0,0.0006
68180,0,0.046
68181,0,0.0374
68182,0,0.0315
68183,1,0.9936
68184,0,0.0017
68185,0,0.0867
68186,0,0.0157
68187,0,0.004
68188,0,0.0101
68189,0,0.0006
68190,0,0.0131
68191,0,0.041
68192,0,0.0006
68193,0,0.0146
68194,0,0.0045
68195,0,0.0006
68196,0,0.0181
68197,0,0.3404
68198,1,0.8533
68199,0,0.0715
68200,0,0.0055
68201,0,0.0031
68202,0,0.0093
68203,0,0.3506
68204,1,0.9989
68205,1,0.597
68206,0,0.2943
68207,0,0.0108
68208,0,0.1639
68209,0,0.0014
68210,1,0.9983
68211,0,0.005
68212,0,0.0186
68213,0,0.0313
68214,0,0.0039
68215,0,0.0249
68216,0,0.4322
68217,0,0.0012
68218,0,0.148
68219,0,0.286
68220,0,0.0198
68221,0,0.011
68222,0,0.2971
68223,0,0.0537
68224,0,0.0536
68225,0,0.0029
68226,0,0.0078
68227,1,0.9293
68228,0,0.0284
68229,0,0.0042
68230,0,0.0117
68231,0,0.0176
68232,0,0.099
68233,0,0.0018
68234,0,0.004
68235,0,0.0287
68236,0,0.0107
68237,0,0.0801
68238,0,1e-04
68239,0,0.0519
68240,0,0.0219
68241,0,0.0075
68242,0,0.0039
68243,0,0.0514
68244,0,0.0487
68245,0,0.0013
68246,0,0.0025
68247,0,0.0044
68248,0,0.003
68249,0,0.0054
68250,0,0.0033
68251,0,0.0026
68252,0,0.0805
68253,0,0.0007
68254,0,0.0038
68255,0,0.061
68256,0,0.0015
68257,0,1e-04
68258,1,0.9146
68259,0,0.0243
68260,0,0.0765
68261,0,0.0012
68262,0,0.0067
68263,0,0.0004
68264,0,0.0127
68265,1,0.9994
68266,0,0.0024
68267,0,0.0122
68268,0,0.0163
68269,0,0.0044
68270,0,0.0043
68271,0,0.0186
68272,0,0.1142
68273,0,0.013
68274,0,0.0029
68275,1,0.6883
68276,0,0.352
68277,0,0.0016
68278,0,0.0056
68279,0,0.05
68280,0,0.0353
68281,0,0.0078
68282,0,0.0779
68283,0,0.0032
68284,0,0.0039
68285,0,0.2187
68286,0,0.0003
68287,0,0.0007
68288,0,0.079
68289,0,0.0018
68290,0,0.0024
68291,0,0.0477
68292,0,0.0011
68293,0,0.0
68294,0,0.167
68295,1,0.9763
68296,1,0.8894
68297,0,0.035
68298,0,0.0012
68299,0,0.1296
68300,0,0.0599
68301,0,0.0002
68302,0,0.0973
68303,0,0.0332
68304,0,0.0002
68305,0,0.0181
68306,0,0.0308
68307,0,1e-04
68308,0,0.0231
68309,0,0.0041
68310,0,0.4848
68311,0,0.0649
68312,0,0.0102
68313,0,0.0004
68314,0,0.0279
68315,1,0.9812
68316,0,0.1004
68317,0,0.005
68318,0,0.0278
68319,0,0.0026
68320,0,0.0006
68321,0,0.0019
68322,0,0.1536
68323,0,0.007
68324,0,0.0206
68325,0,0.0031
68326,0,0.0043
68327,0,0.0491
68328,0,0.0213
68329,0,0.0312
68330,0,0.0188
68331,0,0.0079
68332,0,0.3325
68333,0,0.0018
68334,0,0.0529
68335,0,0.204
68336,1,0.9392
68337,0,0.0038
68338,0,0.0005
68339,1,0.972
68340,0,0.0034
68341,0,0.0174
68342,1,0.5117
68343,0,0.0184
68344,0,0.0
68345,1,0.9717
68346,0,0.0019
68347,0,0.0
68348,0,0.213
68349,0,0.0109
68350,1,0.901
68351,0,0.0009
68352,0,0.0
68353,0,0.0014
68354,1,0.9971
68355,0,0.001
68356,0,0.0038
68357,1,0.9579
68358,0,0.011
68359,0,0.0185
68360,0,0.2858
68361,0,0.0169
68362,0,0.0911
68363,0,0.0114
68364,0,0.0008
68365,0,0.0013
68366,0,0.0095
68367,0,0.03
68368,0,0.2033
68369,1,0.9703
68370,1,0.963
68371,0,0.425
68372,1,0.7391
68373,0,0.1192
68374,0,0.0308
68375,0,0.0006
68376,0,0.2118
68377,0,0.0187
68378,0,0.0017
68379,0,0.0009
68380,0,0.0741
68381,0,0.0097
68382,0,0.0252
68383,0,0.0158
68384,0,0.0074
68385,0,0.0112
68386,0,0.0074
68387,0,0.0099
68388,0,0.0253
68389,0,0.1937
68390,0,0.1223
68391,0,0.0056
68392,0,0.0136
68393,0,0.1156
68394,1,0.907
68395,0,0.0031
68396,0,0.1411
68397,0,0.0064
68398,0,0.1275
68399,0,0.0009
68400,0,0.1455
68401,0,0.2738
68402,0,0.019
68403,0,0.1343
68404,1,0.9828
68405,0,0.0121
68406,0,0.0029
68407,1,0.9758
68408,0,0.3357
68409,0,0.0287
68410,0,0.0639
68411,0,0.0107
68412,0,0.0805
68413,0,0.0141
68414,1,0.9759
68415,1,0.6668
68416,0,0.0244
68417,0,0.0179
68418,0,0.0232
68419,0,0.0266
68420,0,0.0037
68421,1,0.6703
68422,0,0.0005
68423,0,0.0065
68424,1,0.9946
68425,0,0.0209
68426,0,0.0011
68427,0,0.1482
68428,0,0.0371
68429,0,0.007
68430,0,0.0027
68431,0,0.0018
68432,0,0.0003
68433,0,0.007
68434,0,0.0134
68435,1,0.9994
68436,0,0.0361
68437,0,0.0215
68438,0,0.0068
68439,0,0.0013
68440,0,0.0003
68441,0,0.1282
68442,0,0.0057
68443,0,0.0269
68444,1,0.9971
68445,0,0.0283
68446,0,0.0101
68447,0,0.0015
68448,0,0.0473
68449,0,0.0034
68450,1,0.9386
68451,0,0.0093
68452,0,0.0012
68453,0,0.0129
68454,0,0.0641
68455,0,0.0436
68456,0,0.0708
68457,0,0.0129
68458,0,0.008
68459,0,0.0057
68460,0,0.0078
68461,0,0.0041
68462,0,0.0026
68463,0,0.0171
68464,0,0.0152
68465,0,0.0251
68466,0,0.0067
68467,0,0.0204
68468,0,0.003
68469,0,0.0248
68470,0,0.0005
68471,1,0.9332
68472,0,0.0017
68473,0,0.059
68474,1,0.663
68475,0,0.019
68476,0,0.0002
68477,0,0.0086
68478,0,0.0014
68479,0,0.0034
68480,0,0.0826
68481,0,0.0227
68482,0,0.0992
68483,0,0.1999
68484,0,0.0112
68485,0,0.001
68486,0,0.0233
68487,0,0.0002
68488,1,0.9976
68489,0,0.1057
68490,0,0.0056
68491,0,0.0512
68492,0,0.1774
68493,0,0.0131
68494,0,0.0003
68495,0,0.0054
68496,0,0.106
68497,0,0.0558
68498,0,0.0028
68499,0,0.0068
68500,0,0.0531
68501,0,0.0014
68502,0,0.0626
68503,0,0.0077
68504,0,0.0069
68505,0,0.0015
68506,0,0.009
68507,0,0.0018
68508,0,0.0014
68509,0,0.0468
68510,0,0.0016
68511,0,0.0002
68512,0,0.0495
68513,0,0.0011
68514,1,0.8383
68515,0,0.0233
68516,0,0.0128
68517,0,0.0047
68518,1,0.9582
68519,0,0.0086
68520,0,0.011
68521,0,0.0008
68522,0,0.4979
68523,0,0.0025
68524,0,0.493
68525,0,0.0004
68526,0,0.1366
68527,0,0.0504
68528,0,0.045
68529,0,0.0043
68530,0,0.0024
68531,0,0.004
68532,0,0.0006
68533,1,0.9832
68534,0,0.0194
68535,1,0.5817
68536,0,0.0098
68537,0,0.0419
68538,0,0.0414
68539,0,0.0037
68540,0,0.0065
68541,0,0.0072
68542,0,0.002
68543,0,0.0083
68544,0,0.0168
68545,0,0.0042
68546,0,0.0302
68547,1,0.9575
68548,0,0.024
68549,0,0.0008
68550,1,0.987
68551,1,0.9396
68552,0,0.0002
68553,0,0.0985
68554,1,0.5404
68555,0,0.0623
68556,0,0.0663
68557,0,0.0084
68558,1,0.9315
68559,0,0.0093
68560,1,0.9908
68561,0,0.0376
68562,0,0.4329
68563,1,0.7289
68564,0,0.0065
68565,0,0.0057
68566,0,0.0032
68567,0,0.0015
68568,0,0.0134
68569,0,0.0251
68570,0,0.0044
68571,1,0.9921
68572,0,0.0117
68573,0,0.0026
68574,0,0.0028
68575,0,0.0021
68576,0,0.0013
68577,0,0.0474
68578,0,0.1641
68579,0,0.0028
68580,0,0.0024
68581,0,0.0157
68582,0,0.208
68583,1,0.9992
68584,0,0.0118
68585,1,0.9704
68586,0,0.0205
68587,0,0.0032
68588,0,0.0135
68589,0,0.0063
68590,1,0.9783
68591,0,0.0393
68592,1,0.9726
68593,0,0.0038
68594,0,0.0203
68595,0,0.0023
68596,0,0.0901
68597,0,0.1792
68598,0,0.0153
68599,0,0.006
68600,0,0.0042
68601,0,0.0024
68602,0,0.0644
68603,0,0.0903
68604,1,0.5714
68605,0,0.3358
68606,0,0.0135
68607,0,0.0006
68608,0,0.0664
68609,0,0.0003
68610,0,0.0219
68611,0,0.0024
68612,1,0.9425
68613,0,0.1749
68614,0,0.0588
68615,0,0.1243
68616,0,0.0003
68617,0,0.0106
68618,0,0.0075
68619,0,0.1145
68620,0,0.0077
68621,0,0.0289
68622,0,0.0008
68623,0,0.0072
68624,0,0.0004
68625,0,0.202
68626,0,0.0135
68627,0,0.019
68628,0,0.0079
68629,0,0.0206
68630,1,0.9866
68631,0,0.0018
68632,0,0.2388
68633,0,0.0007
68634,0,0.0007
68635,1,0.8775
68636,0,0.0258
68637,0,0.0145
68638,0,0.0422
68639,1,0.9428
68640,0,0.0148
68641,1,0.7031
68642,0,0.0078
68643,0,0.0006
68644,0,0.0049
68645,1,0.911
68646,0,0.038
68647,0,0.0018
68648,0,0.0014
68649,0,0.0023
68650,1,0.9689
68651,0,0.0052
68652,0,0.0092
68653,1,0.9676
68654,0,0.0927
68655,0,0.0329
68656,0,0.0015
68657,0,0.0071
68658,1,0.9458
68659,0,0.0061
68660,0,0.0336
68661,0,0.0211
68662,0,0.0223
68663,0,0.0086
68664,0,0.0
68665,0,0.0027
68666,0,0.0326
68667,0,0.0162
68668,0,0.0002
68669,0,0.095
68670,0,0.0163
68671,0,0.0035
68672,0,0.0403
68673,0,0.0076
68674,0,0.0044
68675,0,0.0027
68676,0,0.0015
68677,0,0.0452
68678,0,0.0374
68679,0,0.0159
68680,0,0.0055
68681,0,1e-04
68682,0,0.0192
68683,0,0.2018
68684,0,0.0236
68685,0,0.0189
68686,0,0.0005
68687,0,0.0136
68688,0,0.1112
68689,0,0.0
68690,0,0.005
68691,0,0.0252
68692,0,0.0012
68693,0,0.1615
68694,0,0.0116
68695,0,0.0403
68696,1,0.9963
68697,0,0.0002
68698,0,0.012
68699,0,0.2729
68700,1,0.9976
68701,0,0.018
68702,0,0.0039
68703,0,0.0642
68704,0,0.0417
68705,0,0.0218
68706,0,0.3489
68707,1,0.9067
68708,0,0.0058
68709,0,0.0003
68710,0,0.0381
68711,0,0.3732
68712,0,0.0051
68713,0,0.0752
68714,0,0.0647
68715,0,0.0
68716,0,0.0043
68717,0,0.0226
68718,0,0.0141
68719,0,0.0611
68720,0,0.0364
68721,0,0.0207
68722,0,0.0231
68723,1,0.998
68724,0,0.0161
68725,0,0.0031
68726,0,0.01
68727,0,0.0154
68728,0,0.0034
68729,0,0.1515
68730,0,0.0002
68731,0,0.005
68732,0,0.0268
68733,0,0.0004
68734,0,0.0032
68735,0,0.0967
68736,0,0.0161
68737,0,0.0021
68738,0,0.0222
68739,0,0.0068
68740,0,0.0324
68741,0,0.305
68742,0,0.0034
68743,0,0.0186
68744,1,0.9899
68745,0,0.0038
68746,0,0.1384
68747,0,0.0008
68748,1,0.9896
68749,0,0.0019
68750,0,0.1014
68751,0,0.0448
68752,0,0.0989
68753,0,1e-04
68754,0,0.1936
68755,0,0.0093
68756,0,0.0401
68757,0,0.0108
68758,0,0.1305
68759,0,0.0119
68760,0,0.0025
68761,0,0.0283
68762,1,0.8562
68763,0,0.0
68764,1,0.9967
68765,0,0.085
68766,0,0.1017
68767,0,0.0
68768,0,0.0003
68769,0,0.0147
68770,0,0.0003
68771,0,0.034
68772,0,0.001
68773,0,1e-04
68774,0,0.0025
68775,1,0.9989
68776,0,0.0018
68777,0,0.0014
68778,0,0.0005
68779,1,0.9996
68780,0,0.0421
68781,0,0.0029
68782,0,0.0511
68783,0,0.1134
68784,0,0.074
68785,0,0.0
68786,0,0.0046
68787,0,0.0052
68788,0,0.0349
68789,0,0.0004
68790,0,0.0014
68791,0,0.0003
68792,0,0.0007
68793,0,0.0298
68794,0,0.0005
68795,0,0.0002
68796,0,0.0437
68797,0,0.1561
68798,0,0.0221
68799,0,0.0372
68800,0,0.0029
68801,0,0.0976
68802,0,0.0014
68803,1,0.7849
68804,1,0.9307
68805,0,0.0155
68806,1,0.9971
68807,0,0.022
68808,0,0.0161
68809,0,0.0268
68810,0,0.0122
68811,1,0.983
68812,0,0.0694
68813,0,0.0314
68814,0,0.001
68815,0,0.0193
68816,0,0.0201
68817,0,0.1319
68818,0,0.0108
68819,0,0.0449
68820,0,0.0113
68821,0,1e-04
68822,0,0.0137
68823,0,0.0253
68824,1,0.7446
68825,1,0.8913
68826,0,0.0896
68827,0,0.0553
68828,0,0.0046
68829,1,0.996
68830,0,0.0191
68831,0,0.0005
68832,0,0.0206
68833,1,0.9916
68834,0,0.034
68835,0,0.002
68836,0,0.0129
68837,1,0.7322
68838,0,0.0247
68839,0,0.019
68840,0,0.0067
68841,0,0.0026
68842,0,0.004
68843,0,0.4769
68844,0,0.0097
68845,1,0.9177
68846,1,0.8927
68847,0,0.0109
68848,0,0.1331
68849,0,0.0495
68850,0,0.0048
68851,0,0.0104
68852,0,0.0791
68853,0,0.0034
68854,0,0.0141
68855,1,0.9911
68856,0,0.065
68857,0,0.0018
68858,0,0.0086
68859,0,0.0112
68860,0,0.0061
68861,0,0.0
68862,0,0.1752
68863,0,0.2079
68864,0,0.0525
68865,0,0.0259
68866,0,0.0874
68867,0,0.0039
68868,1,0.9538
68869,0,0.249
68870,0,0.0002
68871,0,0.0255
68872,0,0.0033
68873,0,0.4055
68874,0,0.0494
68875,0,0.0122
68876,0,0.0065
68877,0,0.0018
68878,1,0.8367
68879,0,0.0005
68880,0,0.0037
68881,0,0.0153
68882,0,0.0229
68883,0,0.0016
68884,0,0.0078
68885,0,0.0028
68886,0,0.0953
68887,0,0.0385
68888,0,0.0011
68889,0,0.015
68890,0,0.078
68891,1,0.9707
68892,0,0.1084
68893,0,0.0049
68894,0,0.0082
68895,0,0.0003
68896,0,1e-04
68897,0,0.3295
68898,0,0.0254
68899,1,0.9908
68900,1,0.9933
68901,0,0.0252
68902,0,0.0157
68903,0,0.002
68904,0,0.0599
68905,0,0.0014
68906,0,0.0004
68907,0,0.0022
68908,0,0.0224
68909,0,0.0282
68910,0,0.0037
68911,1,0.7843
68912,0,1e-04
68913,0,0.0046
68914,0,0.0428
68915,0,0.0088
68916,0,0.0031
68917,0,0.1288
68918,0,0.0023
68919,0,0.0013
68920,0,0.0034
68921,0,0.0572
68922,0,0.0017
68923,0,0.0038
68924,0,0.0318
68925,0,0.0189
68926,1,0.9721
68927,0,0.0015
68928,1,0.9599
68929,0,0.0044
68930,1,0.9832
68931,0,0.262
68932,0,0.1071
68933,0,0.0349
68934,0,0.0027
68935,0,0.0017
68936,0,0.0084
68937,0,0.0025
68938,0,0.1299
68939,0,0.0186
68940,0,0.0146
68941,0,1e-04
68942,0,0.0232
68943,0,0.0036
68944,0,0.075
68945,0,0.1158
68946,0,0.0054
68947,0,0.0024
68948,0,0.0077
68949,0,0.0015
68950,1,0.9953
68951,0,0.0003
68952,0,0.0094
68953,0,0.0056
68954,0,0.0035
68955,0,0.0053
68956,0,1e-04
68957,0,0.0094
68958,0,0.0147
68959,1,0.9974
68960,0,0.047
68961,0,0.0119
68962,0,0.0034
68963,1,0.8622
68964,0,0.0062
68965,0,0.0202
68966,0,0.0336
68967,0,0.0308
68968,0,0.0989
68969,0,0.0047
68970,0,0.0033
68971,0,0.0264
68972,0,0.0405
68973,0,0.039
68974,0,1e-04
68975,0,0.0584
68976,0,0.0096
68977,0,0.0041
68978,0,0.1229
68979,0,0.1011
68980,0,0.0
68981,0,0.0024
68982,0,0.0028
68983,0,0.0028
68984,0,0.0271
68985,0,0.3305
68986,0,0.0269
68987,0,0.0079
68988,0,1e-04
68989,0,0.001
68990,1,0.9863
68991,1,0.9711
68992,0,0.0802
68993,0,0.0544
68994,0,0.0377
68995,0,0.0118
68996,1,0.8214
68997,0,0.0082
68998,0,0.0146
68999,0,0.0894
69000,0,0.0196
69001,1,0.9921
69002,0,0.0014
69003,0,0.0366
69004,0,0.0012
69005,0,0.0016
69006,0,0.0048
69007,0,0.0505
69008,0,0.0822
69009,0,1e-04
69010,0,0.4417
69011,0,0.0026
69012,0,0.0
69013,0,0.2086
69014,1,0.9326
69015,0,0.0045
69016,0,0.0118
69017,1,0.9589
69018,0,0.0724
69019,0,0.0789
69020,0,0.0002
69021,0,0.0015
69022,0,0.0962
69023,0,0.0898
69024,0,0.0047
69025,0,0.0004
69026,0,0.0005
69027,0,0.0368
69028,0,0.0333
69029,0,0.0
69030,1,0.9718
69031,0,0.0049
69032,0,0.0407
69033,0,0.0318
69034,0,0.0067
69035,0,0.0144
69036,0,0.002
69037,0,0.0035
69038,0,0.0468
69039,0,0.0061
69040,0,0.0573
69041,0,0.0029
69042,0,0.0032
69043,0,0.0256
69044,0,1e-04
69045,0,1e-04
